,year,pct,arstmade,arstoffn,offense,age,sex,race,frisked,searched,datestop,timestop,Arrest,Frisk,Search,Male,Female,Asian,Black,Native,Hispanic,White,OthrRace
1355,2015,40,Y,CPCS 7,contraband,35,M,Q,Y,Y,11042015,2136,1,1,1,1,0,0,0,0,1,0,0
1358,2015,40,Y,CPCS 7,contraband,54,M,B,Y,Y,11082015,2111,1,1,1,1,0,0,1,0,0,0,0
1375,2015,40,Y,CPCS 7,contraband,25,M,B,Y,Y,11182015,2138,1,1,1,1,0,0,1,0,0,0,0
1391,2015,40,Y,CPCS 7,contraband,62,M,B,Y,Y,12022015,2145,1,1,1,1,0,0,1,0,0,0,0
1666,2015,43,Y,CPCS 7,contraband,22,F,Q,Y,Y,1152015,2145,1,1,1,0,1,0,0,0,1,0,0
1722,2015,43,Y,CPCS 7,contraband,19,F,Q,N,N,2162015,100,1,0,0,0,1,0,0,0,1,0,0
1775,2015,43,Y,CPCS 7,contraband,29,M,Q,Y,Y,5272015,2115,1,1,1,1,0,0,0,0,1,0,0
2089,2015,47,Y,CPCS 7,contraband,39,M,B,Y,Y,6232015,2205,1,1,1,1,0,0,1,0,0,0,0
2116,2015,47,Y,CPCS 7,contraband,27,M,B,Y,Y,7142015,2330,1,1,1,1,0,0,1,0,0,0,0
2380,2015,60,Y,CPCS 7,contraband,66,M,W,N,N,10182015,1320,1,0,0,1,0,0,0,0,0,1,0
3812,2015,114,Y,CPCS 7,contraband,27,M,W,Y,N,12092015,2025,1,1,0,1,0,0,0,0,0,1,0
3813,2015,114,Y,CPCS 7,contraband,28,M,W,Y,N,12092015,2025,1,1,0,1,0,0,0,0,0,1,0
3931,2015,122,Y,CPCS 7,contraband,19,M,Q,Y,N,8222015,2100,1,1,0,1,0,0,0,0,1,0,0
599,2015,25,Y,CPCS 7 / CRIM TRES,contraband,48,M,B,N,N,1072015,2345,1,0,0,1,0,0,1,0,0,0,0
1636,2015,42,Y,CPCS 7[,contraband,39,M,Q,N,Y,12042015,2025,1,0,1,1,0,0,0,0,1,0,0
1452,2015,41,Y,CPCS 7TH (M),contraband,50,M,Q,N,N,6252015,2350,1,0,0,1,0,0,0,0,1,0,0
123,2015,9,Y,CPCS 7TH DEGREE,contraband,40,M,Q,Y,Y,4112015,1510,1,1,1,1,0,0,0,0,1,0,0
3140,2015,94,Y,CPCS-CRIM TRESPASS,contraband,45,M,W,N,N,2192015,1623,1,0,0,1,0,0,0,0,0,1,0
568,2015,24,Y,CPCS7,contraband,35,F,W,N,N,3032015,1220,1,0,0,0,1,0,0,0,0,1,0
807,2015,32,Y,CPCS7,contraband,53,F,B,Y,Y,2282015,2000,1,1,1,0,1,0,1,0,0,0,0
1717,2015,43,Y,CPCS7,contraband,49,M,B,N,N,2122015,1138,1,0,0,1,0,0,1,0,0,0,0
2148,2015,47,Y,CPCS7,contraband,57,M,B,Y,Y,10092015,2020,1,1,1,1,0,0,1,0,0,0,0
2397,2015,60,Y,CPCS7,contraband,54,F,W,Y,Y,11122015,2053,1,1,1,0,1,0,0,0,0,1,0
3076,2015,84,Y,CPCWS,contraband,43,M,Q,Y,N,9032015,1202,1,1,0,1,0,0,0,0,1,0,0
3522,2015,106,Y,CPFD,contraband,35,M,W,N,N,10222015,2230,1,0,0,1,0,0,0,0,0,1,0
288,2015,14,Y,CPFI,contraband,48,M,B,Y,Y,1192015,1737,1,1,1,1,0,0,1,0,0,0,0
302,2015,14,Y,CPFI,contraband,21,M,Q,Y,Y,2222015,1900,1,1,1,1,0,0,0,0,1,0,0
375,2015,19,Y,CPFI,contraband,17,M,P,Y,N,1062015,1600,1,1,0,1,0,0,0,0,1,0,0
390,2015,19,Y,CPFI,contraband,30,M,P,Y,N,2052015,1310,1,1,0,1,0,0,0,0,1,0,0
400,2015,19,Y,CPFI,contraband,22,F,B,Y,N,2242015,1321,1,1,0,0,1,0,1,0,0,0,0
401,2015,19,Y,CPFI,contraband,26,M,B,Y,N,2242015,1321,1,1,0,1,0,0,1,0,0,0,0
443,2015,19,Y,CPFI,contraband,30,M,B,Y,N,7292015,1358,1,1,0,1,0,0,1,0,0,0,0
2759,2015,73,Y,CPFI,contraband,45,M,B,Y,Y,3112015,842,1,1,1,1,0,0,1,0,0,0,0
2767,2015,73,Y,CPFI,contraband,30,F,B,Y,Y,4142015,833,1,1,1,0,1,0,1,0,0,0,0
3169,2015,101,Y,CPFI,contraband,24,M,B,Y,N,6112015,1752,1,1,0,1,0,0,1,0,0,0,0
3170,2015,101,Y,CPFI,contraband,28,M,B,Y,N,6112015,1752,1,1,0,1,0,0,1,0,0,0,0
3171,2015,101,Y,CPFI,contraband,23,M,Q,Y,N,6112015,1752,1,1,0,1,0,0,0,0,1,0,0
3183,2015,101,Y,CPFI,contraband,20,M,B,Y,N,7232015,2020,1,1,0,1,0,0,1,0,0,0,0
3319,2015,105,Y,CPFI,contraband,22,M,B,Y,Y,2182015,1000,1,1,1,1,0,0,1,0,0,0,0
3325,2015,105,Y,CPFI,contraband,44,M,B,Y,N,2252015,100,1,1,0,1,0,0,1,0,0,0,0
3329,2015,105,Y,CPFI,contraband,19,M,B,Y,N,3082015,340,1,1,0,1,0,0,1,0,0,0,0
3330,2015,105,Y,CPFI,contraband,20,M,B,Y,Y,3082015,340,1,1,1,1,0,0,1,0,0,0,0
3335,2015,105,Y,CPFI,contraband,30,F,B,N,N,3162015,115,1,0,0,0,1,0,1,0,0,0,0
3336,2015,105,Y,CPFI,contraband,25,F,B,N,N,3162015,115,1,0,0,0,1,0,1,0,0,0,0
3337,2015,105,Y,CPFI,contraband,29,M,B,N,N,3162015,115,1,0,0,1,0,0,1,0,0,0,0
3338,2015,105,Y,CPFI,contraband,26,M,B,N,N,3162015,115,1,0,0,1,0,0,1,0,0,0,0
3343,2015,105,Y,CPFI,contraband,25,M,B,Y,N,4052015,30,1,1,0,1,0,0,1,0,0,0,0
3344,2015,105,Y,CPFI,contraband,23,M,B,N,N,4092015,435,1,0,0,1,0,0,1,0,0,0,0
3402,2015,105,Y,CPFI,contraband,21,M,B,N,N,11142015,2115,1,0,0,1,0,0,1,0,0,0,0
3462,2015,106,Y,CPFI,contraband,21,M,B,Y,N,5122015,1430,1,1,0,1,0,0,1,0,0,0,0
3463,2015,106,Y,CPFI,contraband,20,M,B,Y,N,5122015,1430,1,1,0,1,0,0,1,0,0,0,0
3537,2015,106,Y,CPFI,contraband,29,M,W,Y,Y,12212015,1336,1,1,1,1,0,0,0,0,0,1,0
3547,2015,107,Y,CPFI,contraband,47,M,W,Y,Y,3192015,1320,1,1,1,1,0,0,0,0,0,1,0
3736,2015,113,Y,CPFI,contraband,22,M,B,Y,N,8292015,220,1,1,0,1,0,0,1,0,0,0,0
420,2015,19,Y,CPFI  PETIT LARCENY,contraband,44,M,B,Y,N,5092015,1850,1,1,0,1,0,0,1,0,0,0,0
158,2015,10,Y,CPFI 2,contraband,44,M,B,Y,Y,1142015,1740,1,1,1,1,0,0,1,0,0,0,0
2940,2015,79,Y,CPFI 2,contraband,19,M,B,Y,Y,2282015,1750,1,1,1,1,0,0,1,0,0,0,0
15,2015,5,Y,CPM,contraband,18,M,Q,Y,Y,5122015,2320,1,1,1,1,0,0,0,0,1,0,0
35,2015,7,Y,CPM,contraband,22,M,B,Y,Y,1022015,2100,1,1,1,1,0,0,1,0,0,0,0
53,2015,7,Y,CPM,contraband,31,M,Q,Y,Y,6042015,215,1,1,1,1,0,0,0,0,1,0,0
85,2015,9,Y,CPM,contraband,18,M,Q,Y,Y,2022015,2345,1,1,1,1,0,0,0,0,1,0,0
107,2015,9,Y,CPM,contraband,39,M,Q,Y,Y,3142015,2100,1,1,1,1,0,0,0,0,1,0,0
138,2015,9,Y,CPM,contraband,34,M,Q,Y,Y,6092015,38,1,1,1,1,0,0,0,0,1,0,0
146,2015,9,Y,CPM,contraband,35,M,B,N,Y,7252015,2100,1,0,1,1,0,0,1,0,0,0,0
147,2015,9,Y,CPM,contraband,25,M,B,N,Y,7252015,2100,1,0,1,1,0,0,1,0,0,0,0
154,2015,9,Y,CPM,contraband,25,M,Q,Y,N,10082015,2130,1,1,0,1,0,0,0,0,1,0,0
610,2015,25,Y,CPM,contraband,23,M,Q,Y,Y,1182015,340,1,1,1,1,0,0,0,0,1,0,0
860,2015,32,Y,CPM,contraband,19,F,P,Y,Y,12062015,1820,1,1,1,0,1,0,0,0,1,0,0
861,2015,32,Y,CPM,contraband,24,M,B,Y,Y,12062015,1820,1,1,1,1,0,0,1,0,0,0,0
871,2015,33,Y,CPM,contraband,22,M,P,Y,N,9042015,1930,1,1,0,1,0,0,0,0,1,0,0
896,2015,40,Y,CPM,contraband,30,M,B,N,N,1142015,1635,1,0,0,1,0,0,1,0,0,0,0
901,2015,40,Y,CPM,contraband,47,F,B,Y,N,1182015,1335,1,1,0,0,1,0,1,0,0,0,0
905,2015,40,Y,CPM,contraband,25,F,Q,Y,Y,1252015,1800,1,1,1,0,1,0,0,0,1,0,0
908,2015,40,Y,CPM,contraband,34,M,B,N,Y,2012015,1350,1,0,1,1,0,0,1,0,0,0,0
909,2015,40,Y,CPM,contraband,18,M,B,Y,N,2012015,1642,1,1,0,1,0,0,1,0,0,0,0
910,2015,40,Y,CPM,contraband,24,M,B,Y,N,2012015,1642,1,1,0,1,0,0,1,0,0,0,0
932,2015,40,Y,CPM,contraband,22,M,B,Y,N,2202015,1430,1,1,0,1,0,0,1,0,0,0,0
934,2015,40,Y,CPM,contraband,25,F,B,N,Y,2202015,2035,1,0,1,0,1,0,1,0,0,0,0
940,2015,40,Y,CPM,contraband,18,M,B,N,N,2222015,1910,1,0,0,1,0,0,1,0,0,0,0
942,2015,40,Y,CPM,contraband,19,M,B,Y,Y,2262015,1950,1,1,1,1,0,0,1,0,0,0,0
953,2015,40,Y,CPM,contraband,26,M,P,Y,Y,3032015,2200,1,1,1,1,0,0,0,0,1,0,0
965,2015,40,Y,CPM,contraband,20,M,Q,Y,Y,3092015,2015,1,1,1,1,0,0,0,0,1,0,0
971,2015,40,Y,CPM,contraband,35,M,Q,N,N,3142015,1942,1,0,0,1,0,0,0,0,1,0,0
976,2015,40,Y,CPM,contraband,45,M,B,N,Y,3162015,1935,1,0,1,1,0,0,1,0,0,0,0
977,2015,40,Y,CPM,contraband,16,M,P,Y,N,3162015,2000,1,1,0,1,0,0,0,0,1,0,0
978,2015,40,Y,CPM,contraband,15,F,Q,Y,Y,3172015,2015,1,1,1,0,1,0,0,0,1,0,0
979,2015,40,Y,CPM,contraband,16,M,P,Y,Y,3172015,2015,1,1,1,1,0,0,0,0,1,0,0
980,2015,40,Y,CPM,contraband,17,M,P,N,Y,3172015,2015,1,0,1,1,0,0,0,0,1,0,0
1004,2015,40,Y,CPM,contraband,31,M,B,Y,N,4032015,2300,1,1,0,1,0,0,1,0,0,0,0
1024,2015,40,Y,CPM,contraband,25,M,B,Y,Y,4182015,2235,1,1,1,1,0,0,1,0,0,0,0
1025,2015,40,Y,CPM,contraband,26,M,B,Y,Y,4182015,2235,1,1,1,1,0,0,1,0,0,0,0
1041,2015,40,Y,CPM,contraband,24,M,B,Y,N,5032015,120,1,1,0,1,0,0,1,0,0,0,0
1052,2015,40,Y,CPM,contraband,16,M,P,Y,Y,5092015,1940,1,1,1,1,0,0,0,0,1,0,0
1053,2015,40,Y,CPM,contraband,17,M,Q,Y,Y,5092015,1940,1,1,1,1,0,0,0,0,1,0,0
1056,2015,40,Y,CPM,contraband,34,M,B,Y,Y,5092015,2200,1,1,1,1,0,0,1,0,0,0,0
1057,2015,40,Y,CPM,contraband,39,M,B,Y,Y,5092015,2200,1,1,1,1,0,0,1,0,0,0,0
1061,2015,40,Y,CPM,contraband,30,M,Q,N,N,5172015,2105,1,0,0,1,0,0,0,0,1,0,0
1068,2015,40,Y,CPM,contraband,21,M,Q,N,N,5232015,2240,1,0,0,1,0,0,0,0,1,0,0
1079,2015,40,Y,CPM,contraband,34,M,B,N,N,6052015,1910,1,0,0,1,0,0,1,0,0,0,0
1083,2015,40,Y,CPM,contraband,47,M,Q,Y,N,6062015,1300,1,1,0,1,0,0,0,0,1,0,0
1103,2015,40,Y,CPM,contraband,24,F,Q,Y,Y,6182015,2130,1,1,1,0,1,0,0,0,1,0,0
1104,2015,40,Y,CPM,contraband,24,M,B,Y,N,6192015,2258,1,1,0,1,0,0,1,0,0,0,0
1105,2015,40,Y,CPM,contraband,21,M,B,Y,N,6192015,2258,1,1,0,1,0,0,1,0,0,0,0
1116,2015,40,Y,CPM,contraband,48,M,B,Y,N,9062015,2300,1,1,0,1,0,0,1,0,0,0,0
1123,2015,40,Y,CPM,contraband,32,M,B,Y,Y,7022015,2128,1,1,1,1,0,0,1,0,0,0,0
1127,2015,40,Y,CPM,contraband,23,M,B,N,N,7062015,1415,1,0,0,1,0,0,1,0,0,0,0
1161,2015,40,Y,CPM,contraband,14,M,P,N,N,7292015,2126,1,0,0,1,0,0,0,0,1,0,0
1173,2015,40,Y,CPM,contraband,20,M,B,N,N,8052015,100,1,0,0,1,0,0,1,0,0,0,0
1174,2015,40,Y,CPM,contraband,22,M,Z,N,N,8052015,100,1,0,0,1,0,0,0,0,0,0,1
1178,2015,40,Y,CPM,contraband,16,M,B,N,Y,8052015,2340,1,0,1,1,0,0,1,0,0,0,0
1181,2015,40,Y,CPM,contraband,23,M,B,Y,Y,8072015,2145,1,1,1,1,0,0,1,0,0,0,0
1194,2015,40,Y,CPM,contraband,19,M,B,Y,Y,8112015,1944,1,1,1,1,0,0,1,0,0,0,0
1195,2015,40,Y,CPM,contraband,20,M,Q,Y,N,8112015,1945,1,1,0,1,0,0,0,0,1,0,0
1196,2015,40,Y,CPM,contraband,31,M,B,Y,Y,8122015,45,1,1,1,1,0,0,1,0,0,0,0
1197,2015,40,Y,CPM,contraband,22,M,Q,Y,N,8122015,310,1,1,0,1,0,0,0,0,1,0,0
1219,2015,40,Y,CPM,contraband,18,M,Q,Y,Y,8192015,2034,1,1,1,1,0,0,0,0,1,0,0
1224,2015,40,Y,CPM,contraband,17,M,U,Y,Y,8222015,20,1,1,1,1,0,0,0,0,0,0,0
1231,2015,40,Y,CPM,contraband,23,M,Q,Y,Y,8242015,2320,1,1,1,1,0,0,0,0,1,0,0
1233,2015,40,Y,CPM,contraband,17,M,Q,N,Y,8252015,2245,1,0,1,1,0,0,0,0,1,0,0
1237,2015,40,Y,CPM,contraband,22,M,B,Y,Y,8262015,2120,1,1,1,1,0,0,1,0,0,0,0
1242,2015,40,Y,CPM,contraband,24,M,Q,N,Y,8312015,115,1,0,1,1,0,0,0,0,1,0,0
1243,2015,40,Y,CPM,contraband,22,M,B,Y,Y,8312015,2015,1,1,1,1,0,0,1,0,0,0,0
1244,2015,40,Y,CPM,contraband,16,M,B,Y,Y,9012015,20,1,1,1,1,0,0,1,0,0,0,0
1252,2015,40,Y,CPM,contraband,32,M,B,Y,Y,9042015,2130,1,1,1,1,0,0,1,0,0,0,0
1253,2015,40,Y,CPM,contraband,28,M,B,Y,Y,9062015,2005,1,1,1,1,0,0,1,0,0,0,0
1257,2015,40,Y,CPM,contraband,21,F,Q,Y,Y,9092015,2220,1,1,1,0,1,0,0,0,1,0,0
1258,2015,40,Y,CPM,contraband,26,M,P,Y,N,9102015,2016,1,1,0,1,0,0,0,0,1,0,0
1259,2015,40,Y,CPM,contraband,25,M,P,Y,N,9102015,2016,1,1,0,1,0,0,0,0,1,0,0
1264,2015,40,Y,CPM,contraband,33,M,B,Y,N,9122015,2220,1,1,0,1,0,0,1,0,0,0,0
1265,2015,40,Y,CPM,contraband,35,M,B,N,N,9122015,2220,1,0,0,1,0,0,1,0,0,0,0
1266,2015,40,Y,CPM,contraband,36,M,B,Y,N,9122015,2220,1,1,0,1,0,0,1,0,0,0,0
1267,2015,40,Y,CPM,contraband,24,M,B,Y,Y,9132015,140,1,1,1,1,0,0,1,0,0,0,0
1269,2015,40,Y,CPM,contraband,38,M,B,N,N,9132015,2005,1,0,0,1,0,0,1,0,0,0,0
1270,2015,40,Y,CPM,contraband,29,M,Q,N,N,9132015,2040,1,0,0,1,0,0,0,0,1,0,0
1272,2015,40,Y,CPM,contraband,23,M,Q,Y,Y,9142015,2100,1,1,1,1,0,0,0,0,1,0,0
1273,2015,40,Y,CPM,contraband,51,M,B,Y,N,9152015,10,1,1,0,1,0,0,1,0,0,0,0
1283,2015,40,Y,CPM,contraband,25,M,B,Y,N,9222015,2015,1,1,0,1,0,0,1,0,0,0,0
1284,2015,40,Y,CPM,contraband,18,M,Q,Y,N,9222015,2018,1,1,0,1,0,0,0,0,1,0,0
1286,2015,40,Y,CPM,contraband,23,M,Q,Y,Y,9232015,2020,1,1,1,1,0,0,0,0,1,0,0
1287,2015,40,Y,CPM,contraband,17,M,B,Y,Y,9242015,1950,1,1,1,1,0,0,1,0,0,0,0
1288,2015,40,Y,CPM,contraband,19,M,B,Y,Y,9242015,1950,1,1,1,1,0,0,1,0,0,0,0
1289,2015,40,Y,CPM,contraband,22,M,B,Y,Y,9242015,2115,1,1,1,1,0,0,1,0,0,0,0
1292,2015,40,Y,CPM,contraband,19,M,B,Y,Y,9272015,1951,1,1,1,1,0,0,1,0,0,0,0
1300,2015,40,Y,CPM,contraband,31,M,P,Y,Y,9302015,2010,1,1,1,1,0,0,0,0,1,0,0
1301,2015,40,Y,CPM,contraband,25,M,B,Y,Y,9302015,2025,1,1,1,1,0,0,1,0,0,0,0
1302,2015,40,Y,CPM,contraband,37,M,B,Y,Y,10012015,2210,1,1,1,1,0,0,1,0,0,0,0
1305,2015,40,Y,CPM,contraband,22,M,Q,Y,Y,10022015,2100,1,1,1,1,0,0,0,0,1,0,0
1323,2015,40,Y,CPM,contraband,32,M,W,Y,Y,10132015,1835,1,1,1,1,0,0,0,0,0,1,0
1326,2015,40,Y,CPM,contraband,36,F,Q,Y,Y,10142015,6,1,1,1,0,1,0,0,0,1,0,0
1332,2015,40,Y,CPM,contraband,25,F,Q,N,Y,10162015,1917,1,0,1,0,1,0,0,0,1,0,0
1333,2015,40,Y,CPM,contraband,20,M,B,Y,Y,10162015,2223,1,1,1,1,0,0,1,0,0,0,0
1336,2015,40,Y,CPM,contraband,35,F,B,Y,N,10222015,2104,1,1,0,0,1,0,1,0,0,0,0
1339,2015,40,Y,CPM,contraband,30,F,P,Y,N,10232015,50,1,1,0,0,1,0,0,0,1,0,0
1347,2015,40,Y,CPM,contraband,23,M,Q,Y,Y,10302015,2200,1,1,1,1,0,0,0,0,1,0,0
1352,2015,40,Y,CPM,contraband,22,M,Q,Y,Y,11022015,2030,1,1,1,1,0,0,0,0,1,0,0
1354,2015,40,Y,CPM,contraband,23,M,Q,Y,Y,11042015,1920,1,1,1,1,0,0,0,0,1,0,0
1357,2015,40,Y,CPM,contraband,41,M,B,Y,Y,11082015,5,1,1,1,1,0,0,1,0,0,0,0
1361,2015,40,Y,CPM,contraband,21,M,B,Y,Y,11092015,2220,1,1,1,1,0,0,1,0,0,0,0
1362,2015,40,Y,CPM,contraband,57,F,Q,Y,Y,11102015,1920,1,1,1,0,1,0,0,0,1,0,0
1369,2015,40,Y,CPM,contraband,23,M,P,Y,Y,11132015,2045,1,1,1,1,0,0,0,0,1,0,0
1376,2015,40,Y,CPM,contraband,20,M,B,Y,N,11182015,2225,1,1,0,1,0,0,1,0,0,0,0
1377,2015,40,Y,CPM,contraband,20,M,B,Y,N,11182015,2225,1,1,0,1,0,0,1,0,0,0,0
1378,2015,40,Y,CPM,contraband,22,M,Q,Y,N,11182015,2225,1,1,0,1,0,0,0,0,1,0,0
1379,2015,40,Y,CPM,contraband,19,M,Q,Y,N,11182015,2225,1,1,0,1,0,0,0,0,1,0,0
1381,2015,40,Y,CPM,contraband,19,F,B,Y,Y,11212015,106,1,1,1,0,1,0,1,0,0,0,0
1382,2015,40,Y,CPM,contraband,39,M,B,Y,Y,11212015,2025,1,1,1,1,0,0,1,0,0,0,0
1401,2015,40,Y,CPM,contraband,36,M,B,Y,Y,12072015,2350,1,1,1,1,0,0,1,0,0,0,0
1414,2015,40,Y,CPM,contraband,19,M,P,Y,Y,12192015,2030,1,1,1,1,0,0,0,0,1,0,0
1417,2015,40,Y,CPM,contraband,21,M,Q,Y,Y,12202015,2015,1,1,1,1,0,0,0,0,1,0,0
1420,2015,40,Y,CPM,contraband,21,M,Q,Y,Y,12232015,2335,1,1,1,1,0,0,0,0,1,0,0
1421,2015,40,Y,CPM,contraband,39,M,B,Y,Y,12262015,1955,1,1,1,1,0,0,1,0,0,0,0
1424,2015,40,Y,CPM,contraband,25,F,B,Y,Y,12272015,2040,1,1,1,0,1,0,1,0,0,0,0
1429,2015,41,Y,CPM,contraband,22,M,Q,Y,N,2062015,1929,1,1,0,1,0,0,0,0,1,0,0
1430,2015,41,Y,CPM,contraband,23,M,Q,Y,N,2062015,1929,1,1,0,1,0,0,0,0,1,0,0
1438,2015,41,Y,CPM,contraband,25,M,Q,Y,N,4052015,1913,1,1,0,1,0,0,0,0,1,0,0
1453,2015,41,Y,CPM,contraband,46,M,P,N,N,7032015,1915,1,0,0,1,0,0,0,0,1,0,0
1508,2015,42,Y,CPM,contraband,32,M,B,N,N,1252015,255,1,0,0,1,0,0,1,0,0,0,0
1509,2015,42,Y,CPM,contraband,33,M,Q,Y,Y,2072015,1300,1,1,1,1,0,0,0,0,1,0,0
1512,2015,42,Y,CPM,contraband,32,M,B,N,N,3102015,2150,1,0,0,1,0,0,1,0,0,0,0
1515,2015,42,Y,CPM,contraband,22,F,Q,N,Y,3122015,1800,1,0,1,0,1,0,0,0,1,0,0
1516,2015,42,Y,CPM,contraband,23,M,B,Y,Y,3142015,2130,1,1,1,1,0,0,1,0,0,0,0
1517,2015,42,Y,CPM,contraband,38,M,B,N,N,3142015,2240,1,0,0,1,0,0,1,0,0,0,0
1531,2015,42,Y,CPM,contraband,26,M,B,N,Y,5212015,2125,1,0,1,1,0,0,1,0,0,0,0
1532,2015,42,Y,CPM,contraband,18,M,B,N,Y,5212015,2125,1,0,1,1,0,0,1,0,0,0,0
1539,2015,42,Y,CPM,contraband,30,M,Q,Y,Y,6122015,2015,1,1,1,1,0,0,0,0,1,0,0
1552,2015,42,Y,CPM,contraband,24,M,B,Y,Y,9042015,2010,1,1,1,1,0,0,1,0,0,0,0
1553,2015,42,Y,CPM,contraband,19,M,Q,Y,Y,9042015,2010,1,1,1,1,0,0,0,0,1,0,0
1554,2015,42,Y,CPM,contraband,36,M,Q,Y,N,9042015,2335,1,1,0,1,0,0,0,0,1,0,0
1555,2015,42,Y,CPM,contraband,20,F,Q,Y,Y,9052015,2008,1,1,1,0,1,0,0,0,1,0,0
1556,2015,42,Y,CPM,contraband,23,M,Q,Y,Y,9052015,2210,1,1,1,1,0,0,0,0,1,0,0
1557,2015,42,Y,CPM,contraband,21,F,Q,Y,Y,9062015,2005,1,1,1,0,1,0,0,0,1,0,0
1559,2015,42,Y,CPM,contraband,20,F,P,Y,Y,9072015,2154,1,1,1,0,1,0,0,0,1,0,0
1562,2015,42,Y,CPM,contraband,18,M,B,Y,Y,9152015,15,1,1,1,1,0,0,1,0,0,0,0
1563,2015,42,Y,CPM,contraband,31,M,B,Y,N,9162015,2200,1,1,0,1,0,0,1,0,0,0,0
1566,2015,42,Y,CPM,contraband,23,F,Z,Y,N,9192015,2159,1,1,0,0,1,0,0,0,0,0,1
1567,2015,42,Y,CPM,contraband,19,M,Z,Y,N,9192015,2159,1,1,0,1,0,0,0,0,0,0,1
1568,2015,42,Y,CPM,contraband,24,F,Z,Y,Y,9202015,2021,1,1,1,0,1,0,0,0,0,0,1
1569,2015,42,Y,CPM,contraband,19,M,B,Y,Y,9202015,2055,1,1,1,1,0,0,1,0,0,0,0
1572,2015,42,Y,CPM,contraband,19,F,Q,N,N,9232015,2127,1,0,0,0,1,0,0,0,1,0,0
1575,2015,42,Y,CPM,contraband,28,F,B,Y,Y,9292015,2000,1,1,1,0,1,0,1,0,0,0,0
1576,2015,42,Y,CPM,contraband,26,M,Q,Y,Y,9302015,2305,1,1,1,1,0,0,0,0,1,0,0
1577,2015,42,Y,CPM,contraband,25,M,B,Y,Y,10012015,110,1,1,1,1,0,0,1,0,0,0,0
1580,2015,42,Y,CPM,contraband,26,M,Q,Y,Y,10012015,2040,1,1,1,1,0,0,0,0,1,0,0
1581,2015,42,Y,CPM,contraband,25,M,B,Y,Y,10022015,2020,1,1,1,1,0,0,1,0,0,0,0
1586,2015,42,Y,CPM,contraband,51,M,B,Y,Y,10052015,2220,1,1,1,1,0,0,1,0,0,0,0
1592,2015,42,Y,CPM,contraband,31,M,P,Y,Y,10092015,2055,1,1,1,1,0,0,0,0,1,0,0
1593,2015,42,Y,CPM,contraband,20,M,Q,N,Y,10102015,2130,1,0,1,1,0,0,0,0,1,0,0
1598,2015,42,Y,CPM,contraband,28,M,Q,Y,Y,10122015,2020,1,1,1,1,0,0,0,0,1,0,0
1599,2015,42,Y,CPM,contraband,20,F,B,Y,Y,10132015,1945,1,1,1,0,1,0,1,0,0,0,0
1600,2015,42,Y,CPM,contraband,19,M,B,Y,N,10142015,1940,1,1,0,1,0,0,1,0,0,0,0
1601,2015,42,Y,CPM,contraband,18,M,B,Y,N,10142015,1940,1,1,0,1,0,0,1,0,0,0,0
1602,2015,42,Y,CPM,contraband,18,F,Q,Y,Y,10142015,2040,1,1,1,0,1,0,0,0,1,0,0
1606,2015,42,Y,CPM,contraband,21,M,Q,Y,Y,10182015,2105,1,1,1,1,0,0,0,0,1,0,0
1610,2015,42,Y,CPM,contraband,15,M,B,Y,Y,10302015,2210,1,1,1,1,0,0,1,0,0,0,0
1611,2015,42,Y,CPM,contraband,47,F,Q,Y,N,11032015,2140,1,1,0,0,1,0,0,0,1,0,0
1612,2015,42,Y,CPM,contraband,20,M,B,Y,Y,11042015,2130,1,1,1,1,0,0,1,0,0,0,0
1613,2015,42,Y,CPM,contraband,18,M,Q,Y,Y,11042015,2130,1,1,1,1,0,0,0,0,1,0,0
1615,2015,42,Y,CPM,contraband,36,M,B,Y,Y,11082015,1955,1,1,1,1,0,0,1,0,0,0,0
1627,2015,42,Y,CPM,contraband,23,M,B,Y,Y,11272015,2204,1,1,1,1,0,0,1,0,0,0,0
1639,2015,42,Y,CPM,contraband,32,F,B,Y,Y,12062015,2145,1,1,1,0,1,0,1,0,0,0,0
1644,2015,42,Y,CPM,contraband,27,F,B,Y,Y,12152015,0,1,1,1,0,1,0,1,0,0,0,0
1646,2015,42,Y,CPM,contraband,33,F,Q,Y,Y,12152015,2050,1,1,1,0,1,0,0,0,1,0,0
1648,2015,42,Y,CPM,contraband,23,M,B,N,Y,12162015,2130,1,0,1,1,0,0,1,0,0,0,0
1649,2015,42,Y,CPM,contraband,31,M,B,N,Y,12172015,1900,1,0,1,1,0,0,1,0,0,0,0
1650,2015,42,Y,CPM,contraband,20,F,Z,Y,Y,12172015,1940,1,1,1,0,1,0,0,0,0,0,1
1656,2015,42,Y,CPM,contraband,31,F,B,Y,Y,12242015,2105,1,1,1,0,1,0,1,0,0,0,0
1658,2015,42,Y,CPM,contraband,19,M,B,Y,Y,12292015,6,1,1,1,1,0,0,1,0,0,0,0
1661,2015,43,Y,CPM,contraband,16,M,B,Y,Y,1102015,2115,1,1,1,1,0,0,1,0,0,0,0
1667,2015,43,Y,CPM,contraband,16,M,Q,N,Y,1162015,205,1,0,1,1,0,0,0,0,1,0,0
1668,2015,43,Y,CPM,contraband,21,M,Q,Y,Y,1162015,2055,1,1,1,1,0,0,0,0,1,0,0
1669,2015,43,Y,CPM,contraband,18,M,Q,N,Y,1162015,2055,1,0,1,1,0,0,0,0,1,0,0
