"","School.Name","CONTENT_AREA","CATEGORY","TYPE","GRADE_SUBJECT","YEAR","ACCOUNTABLE","PARTICIPANT","REPORTABLE","LEVEL_NOT_DETERMINED","LEVEL_NOT_DETERMINED_PCT","BELOW_BASIC","BELOW_BASIC_PCT","BASIC","BASIC_PCT","PROFICIENT","PROFICIENT_PCT","ADVANCED","ADVANCED_PCT","MAP_INDEX","MEAN_SCALE_SCORE","MEDIAN_TERRANOVA"
"280","HUMBOLDT ACAD OF HIGHER LRNING  (4960)","Science","Total","Total","Fifth Grade",2015,87,NA,87,NA,NA,25,28.7,43,49.4,12,13.8,NA,8,NA,641.8,"--"
"281","JEFFERSON ELEM.  (5020)","Eng. Language Arts","Total","Total","Third Grade",2015,23,NA,23,NA,NA,13,56.5,NA,30.4,NA,13,NA,NA,NA,2358.1,"--"
"282","JEFFERSON ELEM.  (5020)","Eng. Language Arts","Total","Total","Fourth Grade",2015,30,NA,30,NA,NA,15,50,NA,13.3,10,33.3,NA,NA,NA,2413.3,"--"
"283","JEFFERSON ELEM.  (5020)","Eng. Language Arts","Total","Total","Fifth Grade",2015,15,NA,15,NA,NA,NA,26.7,10,66.7,NA,6.7,NA,NA,NA,2448.3,"--"
"284","JEFFERSON ELEM.  (5020)","Mathematics","Total","Total","Third Grade",2015,23,NA,23,NA,NA,14,60.9,NA,21.7,NA,17.4,NA,NA,NA,2346.7,"--"
"285","JEFFERSON ELEM.  (5020)","Mathematics","Total","Total","Fourth Grade",2015,30,NA,30,NA,NA,13,43.3,14,46.7,NA,10,NA,NA,NA,2422.8,"--"
"286","JEFFERSON ELEM.  (5020)","Mathematics","Total","Total","Fifth Grade",2015,15,NA,15,NA,NA,11,73.3,NA,20,NA,6.7,NA,NA,NA,2429.1,"--"
"287","JEFFERSON ELEM.  (5020)","Science","Total","Total","Fifth Grade",2015,15,NA,15,NA,NA,NA,33.3,10,66.7,NA,NA,NA,NA,NA,630.3,"--"
"288","KENNARD/CLASSICAL JR. ACAD.  (5030)","Eng. Language Arts","Total","Total","Third Grade",2015,68,NA,68,NA,NA,NA,NA,NA,NA,NA,8.8,61,89.7,NA,2566.4,"--"
"289","KENNARD/CLASSICAL JR. ACAD.  (5030)","Eng. Language Arts","Total","Total","Fourth Grade",2015,68,NA,68,NA,NA,NA,NA,NA,NA,NA,10.3,61,89.7,NA,2605.1,"--"
"290","KENNARD/CLASSICAL JR. ACAD.  (5030)","Eng. Language Arts","Total","Total","Fifth Grade",2015,77,NA,77,NA,NA,NA,NA,NA,NA,19,24.7,56,72.7,NA,2612.7,"--"
"291","KENNARD/CLASSICAL JR. ACAD.  (5030)","Mathematics","Total","Total","Third Grade",2015,68,NA,68,NA,NA,NA,NA,NA,NA,11,16.2,53,77.9,NA,2545.4,"--"
"292","KENNARD/CLASSICAL JR. ACAD.  (5030)","Mathematics","Total","Total","Fourth Grade",2015,68,NA,68,NA,NA,NA,NA,NA,7.4,22,32.4,41,60.3,NA,2567,"--"
"293","KENNARD/CLASSICAL JR. ACAD.  (5030)","Mathematics","Total","Total","Fifth Grade",2015,77,NA,77,NA,NA,NA,NA,NA,10.4,10,13,56,72.7,NA,2605.6,"--"
"294","KENNARD/CLASSICAL JR. ACAD.  (5030)","Science","Total","Total","Fifth Grade",2015,77,NA,77,NA,NA,NA,NA,NA,7.8,22,28.6,49,63.6,NA,700.5,"--"
"295","LACLEDE ELEM.  (5060)","Eng. Language Arts","Total","Total","Third Grade",2015,38,NA,38,NA,NA,26,68.4,NA,15.8,NA,7.9,NA,7.9,NA,2319.7,"--"
"296","LACLEDE ELEM.  (5060)","Eng. Language Arts","Total","Total","Fourth Grade",2015,39,NA,39,NA,NA,24,61.5,11,28.2,NA,7.7,NA,NA,NA,2379.6,"--"
"297","LACLEDE ELEM.  (5060)","Eng. Language Arts","Total","Total","Fifth Grade",2015,36,NA,36,NA,NA,20,55.6,NA,19.4,NA,19.4,NA,5.6,NA,2422.4,"--"
"298","LACLEDE ELEM.  (5060)","Mathematics","Total","Total","Third Grade",2015,38,NA,38,NA,NA,31,81.6,NA,13.2,NA,5.3,NA,NA,NA,2345.9,"--"
"299","LACLEDE ELEM.  (5060)","Mathematics","Total","Total","Fourth Grade",2015,39,NA,39,NA,NA,27,69.2,12,30.8,NA,NA,NA,NA,NA,2388.3,"--"
"300","LACLEDE ELEM.  (5060)","Mathematics","Total","Total","Fifth Grade",2015,36,NA,36,NA,NA,23,63.9,NA,25,NA,8.3,NA,NA,NA,2439.4,"--"
"301","LACLEDE ELEM.  (5060)","Science","Total","Total","Fifth Grade",2015,36,NA,36,NA,NA,16,44.4,17,47.2,NA,5.6,NA,NA,NA,623.8,"--"
"302","LANGSTON MIDDLE  (3240)","Eng. Language Arts","Total","Total","Sixth Grade",2015,65,NA,64,NA,NA,43,67.2,12,18.8,NA,14.1,NA,NA,NA,2419.2,"--"
"303","LANGSTON MIDDLE  (3240)","Eng. Language Arts","Total","Total","Seventh Grade",2015,120,NA,119,NA,NA,83,69.7,25,21,10,8.4,NA,NA,NA,2444.6,"--"
"304","LANGSTON MIDDLE  (3240)","Eng. Language Arts","Total","Total","Eighth Grade",2015,119,NA,117,NA,NA,74,63.2,30,25.6,12,10.3,NA,NA,NA,2461.2,"--"
"305","LANGSTON MIDDLE  (3240)","Mathematics","Total","Total","Sixth Grade",2015,65,NA,65,NA,NA,52,80,11,16.9,NA,NA,NA,NA,NA,2408.4,"--"
"306","LANGSTON MIDDLE  (3240)","Mathematics","Total","Total","Seventh Grade",2015,120,NA,120,NA,NA,86,71.7,31,25.8,NA,NA,NA,NA,NA,2421.7,"--"
"307","LANGSTON MIDDLE  (3240)","Mathematics","Total","Total","Eighth Grade",2015,119,NA,117,NA,NA,108,92.3,NA,6.8,NA,NA,NA,NA,NA,2416.1,"--"
"308","LANGSTON MIDDLE  (3240)","Science","Total","Total","Eighth Grade",2015,120,NA,119,NA,NA,81,68.1,32,26.9,NA,5,NA,NA,NA,653,"--"
"309","LEXINGTON ELEM.  (5100)","Eng. Language Arts","Total","Total","Third Grade",2015,51,NA,51,NA,NA,18,35.3,19,37.3,NA,17.6,NA,9.8,NA,2391.1,"--"
"310","LEXINGTON ELEM.  (5100)","Eng. Language Arts","Total","Total","Fourth Grade",2015,48,NA,48,NA,NA,22,45.8,11,22.9,12,25,NA,6.3,NA,2415.1,"--"
"311","LEXINGTON ELEM.  (5100)","Eng. Language Arts","Total","Total","Fifth Grade",2015,43,NA,43,NA,NA,12,27.9,12,27.9,16,37.2,NA,7,NA,2485,"--"
"312","LEXINGTON ELEM.  (5100)","Mathematics","Total","Total","Third Grade",2015,51,NA,51,NA,NA,NA,17.6,19,37.3,21,41.2,NA,NA,NA,2419.7,"--"
"313","LEXINGTON ELEM.  (5100)","Mathematics","Total","Total","Fourth Grade",2015,48,NA,48,NA,NA,22,45.8,22,45.8,NA,8.3,NA,NA,NA,2410.8,"--"
"314","LEXINGTON ELEM.  (5100)","Mathematics","Total","Total","Fifth Grade",2015,43,NA,43,NA,NA,14,32.6,13,30.2,12,27.9,NA,9.3,NA,2486.8,"--"
"315","LEXINGTON ELEM.  (5100)","Science","Total","Total","Fifth Grade",2015,43,NA,43,NA,NA,NA,14,23,53.5,10,23.3,NA,9.3,NA,652.5,"--"
"316","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Eng. Language Arts","Total","Total","Fifth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2396,"--"
"317","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Eng. Language Arts","Total","Total","Sixth Grade",2015,73,NA,70,NA,NA,28,40,24,34.3,15,21.4,NA,NA,NA,2464.1,"--"
"318","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Eng. Language Arts","Total","Total","Seventh Grade",2015,96,NA,89,NA,7.3,42,47.2,16,18,25,28.1,NA,6.7,NA,2490.4,"--"
"319","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Eng. Language Arts","Total","Total","Eighth Grade",2015,92,NA,80,12,13,36,45,23,28.8,19,23.8,NA,NA,NA,2501.4,"--"
"320","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Mathematics","Total","Total","Fifth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2391,"--"
"321","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Mathematics","Total","Total","Sixth Grade",2015,73,NA,73,NA,NA,46,63,19,26,NA,8.2,NA,NA,NA,2444.9,"--"
"322","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Mathematics","Total","Total","Seventh Grade",2015,96,NA,96,NA,NA,66,68.8,19,19.8,10,10.4,NA,NA,NA,2437.6,"--"
"323","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Mathematics","Total","Total","Eighth Grade",2015,91,NA,91,NA,NA,67,73.6,19,20.9,NA,NA,NA,NA,NA,2443.6,"--"
"324","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Science","Total","Total","Fifth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,"--"
"325","LONG MIDDLE COMMUNITY ED. CTR.  (3260)","Science","Total","Total","Eighth Grade",2015,91,NA,91,NA,NA,53,58.2,25,27.5,12,13.2,NA,NA,NA,656.1,"--"
"326","LYON AT BLOW ELEM.  (5180)","Eng. Language Arts","Total","Total","Third Grade",2015,39,NA,39,NA,NA,22,56.4,10,25.6,NA,12.8,NA,5.1,NA,2355.7,"--"
"327","LYON AT BLOW ELEM.  (5180)","Eng. Language Arts","Total","Total","Fourth Grade",2015,26,NA,26,NA,NA,15,57.7,NA,26.9,NA,11.5,NA,NA,NA,2397.4,"--"
"328","LYON AT BLOW ELEM.  (5180)","Eng. Language Arts","Total","Total","Fifth Grade",2015,35,NA,35,NA,NA,29,82.9,NA,8.6,NA,NA,NA,5.7,NA,2403.5,"--"
"329","LYON AT BLOW ELEM.  (5180)","Eng. Language Arts","Total","Total","Sixth Grade",2015,54,NA,54,NA,NA,33,61.1,19,35.2,NA,NA,NA,NA,NA,2436.7,"--"
"330","LYON AT BLOW ELEM.  (5180)","Eng. Language Arts","Total","Total","Seventh Grade",2015,66,NA,65,NA,NA,33,50.8,20,30.8,11,16.9,NA,NA,NA,2472.4,"--"
"331","LYON AT BLOW ELEM.  (5180)","Eng. Language Arts","Total","Total","Eighth Grade",2015,63,NA,63,NA,NA,22,34.9,28,44.4,11,17.5,NA,NA,NA,2511.7,"--"
"332","LYON AT BLOW ELEM.  (5180)","Mathematics","Total","Total","Third Grade",2015,39,NA,39,NA,NA,29,74.4,NA,15.4,NA,7.7,NA,NA,NA,2342.3,"--"
"333","LYON AT BLOW ELEM.  (5180)","Mathematics","Total","Total","Fourth Grade",2015,26,NA,26,NA,NA,19,73.1,NA,23.1,NA,NA,NA,NA,NA,2391.7,"--"
"334","LYON AT BLOW ELEM.  (5180)","Mathematics","Total","Total","Fifth Grade",2015,35,NA,35,NA,NA,32,91.4,NA,5.7,NA,NA,NA,NA,NA,2396.7,"--"
"335","LYON AT BLOW ELEM.  (5180)","Mathematics","Total","Total","Sixth Grade",2015,54,NA,54,NA,NA,40,74.1,14,25.9,NA,NA,NA,NA,NA,2413.3,"--"
"336","LYON AT BLOW ELEM.  (5180)","Mathematics","Total","Total","Seventh Grade",2015,66,NA,66,NA,NA,49,74.2,13,19.7,NA,6.1,NA,NA,NA,2437.7,"--"
"337","LYON AT BLOW ELEM.  (5180)","Mathematics","Total","Total","Eighth Grade",2015,63,NA,63,NA,NA,40,63.5,16,25.4,NA,11.1,NA,NA,NA,2469,"--"
"338","LYON AT BLOW ELEM.  (5180)","Science","Total","Total","Fifth Grade",2015,36,NA,36,NA,NA,24,66.7,NA,19.4,NA,8.3,NA,5.6,NA,618.8,"--"
"339","LYON AT BLOW ELEM.  (5180)","Science","Total","Total","Eighth Grade",2015,62,NA,62,NA,NA,21,33.9,32,51.6,NA,14.5,NA,NA,NA,672.9,"--"
"340","MALLINCKRODT A.B.I. ELEM.  (5240)","Eng. Language Arts","Total","Total","Third Grade",2015,40,NA,40,NA,NA,NA,NA,NA,NA,NA,12.5,35,87.5,NA,2550.3,"--"
"341","MALLINCKRODT A.B.I. ELEM.  (5240)","Eng. Language Arts","Total","Total","Fourth Grade",2015,36,NA,36,NA,NA,NA,8.3,NA,5.6,NA,25,22,61.1,NA,2548.7,"--"
"342","MALLINCKRODT A.B.I. ELEM.  (5240)","Eng. Language Arts","Total","Total","Fifth Grade",2015,39,NA,39,NA,NA,NA,15.4,NA,23.1,14,35.9,10,25.6,NA,2528.8,"--"
"343","MALLINCKRODT A.B.I. ELEM.  (5240)","Mathematics","Total","Total","Third Grade",2015,40,NA,40,NA,NA,NA,NA,NA,5,14,35,24,60,NA,2510.6,"--"
"344","MALLINCKRODT A.B.I. ELEM.  (5240)","Mathematics","Total","Total","Fourth Grade",2015,36,NA,36,NA,NA,NA,11.1,NA,16.7,16,44.4,10,27.8,NA,2509.8,"--"
"345","MALLINCKRODT A.B.I. ELEM.  (5240)","Mathematics","Total","Total","Fifth Grade",2015,39,NA,39,NA,NA,11,28.2,15,38.5,NA,15.4,NA,17.9,NA,2498.2,"--"
"346","MALLINCKRODT A.B.I. ELEM.  (5240)","Science","Total","Total","Fifth Grade",2015,39,NA,39,NA,NA,NA,7.7,20,51.3,10,25.6,NA,15.4,NA,663.4,"--"
"347","MANN ELEM.  (5260)","Eng. Language Arts","Total","Total","Third Grade",2015,40,NA,39,NA,NA,20,51.3,NA,23.1,NA,20.5,NA,5.1,NA,2378.2,"--"
"348","MANN ELEM.  (5260)","Eng. Language Arts","Total","Total","Fourth Grade",2015,33,NA,32,NA,NA,13,40.6,NA,28.1,NA,15.6,NA,15.6,NA,2452.1,"--"
"349","MANN ELEM.  (5260)","Eng. Language Arts","Total","Total","Fifth Grade",2015,37,NA,36,NA,NA,17,47.2,NA,19.4,10,27.8,NA,5.6,NA,2459,"--"
"350","MANN ELEM.  (5260)","Eng. Language Arts","Total","Total","Sixth Grade",2015,27,NA,27,NA,NA,NA,29.6,11,40.7,NA,18.5,NA,11.1,NA,2494.2,"--"
"351","MANN ELEM.  (5260)","Mathematics","Total","Total","Third Grade",2015,40,NA,40,NA,NA,21,52.5,NA,22.5,NA,17.5,NA,7.5,NA,2389.2,"--"
"352","MANN ELEM.  (5260)","Mathematics","Total","Total","Fourth Grade",2015,32,NA,32,NA,NA,16,50,12,37.5,NA,6.3,NA,6.3,NA,2425.1,"--"
"353","MANN ELEM.  (5260)","Mathematics","Total","Total","Fifth Grade",2015,37,NA,37,NA,NA,19,51.4,12,32.4,NA,16.2,NA,NA,NA,2450.1,"--"
"354","MANN ELEM.  (5260)","Mathematics","Total","Total","Sixth Grade",2015,27,NA,27,NA,NA,14,51.9,10,37,NA,7.4,NA,NA,NA,2460.8,"--"
"355","MANN ELEM.  (5260)","Science","Total","Total","Fifth Grade",2015,39,NA,39,NA,NA,11,28.2,17,43.6,NA,20.5,NA,7.7,NA,641.6,"--"
"356","MASON ELEM.  (5340)","Eng. Language Arts","Total","Total","Third Grade",2015,55,NA,55,NA,NA,11,20,17,30.9,10,18.2,17,30.9,NA,2432.6,"--"
"357","MASON ELEM.  (5340)","Eng. Language Arts","Total","Total","Fourth Grade",2015,43,NA,43,NA,NA,15,34.9,NA,16.3,15,34.9,NA,14,NA,2458.3,"--"
"358","MASON ELEM.  (5340)","Eng. Language Arts","Total","Total","Fifth Grade",2015,44,NA,44,NA,NA,NA,15.9,12,27.3,21,47.7,NA,9.1,NA,2499.9,"--"
"359","MASON ELEM.  (5340)","Eng. Language Arts","Total","Total","Sixth Grade",2015,39,NA,39,NA,NA,NA,12.8,15,38.5,11,28.2,NA,20.5,NA,2530.3,"--"
"360","MASON ELEM.  (5340)","Mathematics","Total","Total","Third Grade",2015,55,NA,55,NA,NA,11,20,18,32.7,14,25.5,12,21.8,NA,2433,"--"
"361","MASON ELEM.  (5340)","Mathematics","Total","Total","Fourth Grade",2015,43,NA,43,NA,NA,NA,16.3,17,39.5,15,34.9,NA,9.3,NA,2467.8,"--"
"362","MASON ELEM.  (5340)","Mathematics","Total","Total","Fifth Grade",2015,44,NA,44,NA,NA,16,36.4,17,38.6,NA,20.5,NA,NA,NA,2482.2,"--"
"363","MASON ELEM.  (5340)","Mathematics","Total","Total","Sixth Grade",2015,39,NA,39,NA,NA,NA,20.5,13,33.3,11,28.2,NA,17.9,NA,2541,"--"
"364","MASON ELEM.  (5340)","Science","Total","Total","Fifth Grade",2015,44,NA,44,NA,NA,NA,13.6,25,56.8,10,22.7,NA,6.8,NA,651.8,"--"
"365","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Eng. Language Arts","Total","Total","Sixth Grade",2015,113,NA,113,NA,NA,NA,NA,NA,8,43,38.1,58,51.3,NA,2617.3,"--"
"366","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Eng. Language Arts","Total","Total","Seventh Grade",2015,102,NA,102,NA,NA,NA,NA,18,17.6,49,48,32,31.4,NA,2611.7,"--"
"367","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Eng. Language Arts","Total","Total","Eighth Grade",2015,89,NA,89,NA,NA,NA,NA,10,11.2,47,52.8,31,34.8,NA,2648.4,"--"
"368","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Eng. Language Arts","Total","Total","Eleventh Grade",2015,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,25,NA,0,"--"
"369","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Mathematics","Total","Total","Sixth Grade",2015,112,NA,112,NA,NA,10,8.9,32,28.6,26,23.2,44,39.3,NA,2587,"--"
"370","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Mathematics","Total","Total","Seventh Grade",2015,82,NA,82,NA,NA,10,12.2,29,35.4,29,35.4,14,17.1,NA,2572,"--"
"371","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Mathematics","Total","Total","Eighth Grade",2015,56,NA,56,NA,NA,NA,12.5,19,33.9,18,32.1,12,21.4,NA,2604.7,"--"
"372","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Mathematics","Total","Total","Eleventh Grade",2015,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,25,NA,NA,NA,0,"--"
"373","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Science","Total","Total","Eighth Grade",2015,89,NA,89,NA,NA,NA,NA,12,13.5,52,58.4,24,27,NA,723.8,"--"
"374","MCKINLEY CLASS. LEADERSHIP AC.  (1570)","Science","Total","Total","Eleventh Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"--"
"375","MERAMEC ELEM.  (5500)","Eng. Language Arts","Total","Total","Third Grade",2015,28,NA,27,NA,NA,16,59.3,NA,25.9,NA,14.8,NA,NA,NA,2336.9,"--"
"376","MERAMEC ELEM.  (5500)","Eng. Language Arts","Total","Total","Fourth Grade",2015,33,NA,29,NA,12.1,13,44.8,NA,31,NA,13.8,NA,10.3,NA,2420.7,"--"
"377","MERAMEC ELEM.  (5500)","Eng. Language Arts","Total","Total","Fifth Grade",2015,35,NA,35,NA,NA,20,57.1,NA,17.1,NA,20,NA,5.7,NA,2425.4,"--"
"378","MERAMEC ELEM.  (5500)","Mathematics","Total","Total","Third Grade",2015,28,NA,28,NA,NA,18,64.3,NA,28.6,NA,7.1,NA,NA,NA,2343.6,"--"
"379","MERAMEC ELEM.  (5500)","Mathematics","Total","Total","Fourth Grade",2015,33,NA,33,NA,NA,16,48.5,12,36.4,NA,12.1,NA,NA,NA,2415.3,"--"
"380","MERAMEC ELEM.  (5500)","Mathematics","Total","Total","Fifth Grade",2015,35,NA,35,NA,NA,23,65.7,NA,14.3,NA,11.4,NA,8.6,NA,2432.9,"--"
"381","MERAMEC ELEM.  (5500)","Science","Total","Total","Fifth Grade",2015,35,NA,35,NA,NA,20,57.1,12,34.3,NA,5.7,NA,NA,NA,611.8,"--"
"382","MONROE ELEM.  (5560)","Eng. Language Arts","Total","Total","Third Grade",2015,48,NA,48,NA,NA,35,72.9,10,20.8,NA,NA,NA,NA,NA,2330.9,"--"
"383","MONROE ELEM.  (5560)","Eng. Language Arts","Total","Total","Fourth Grade",2015,50,NA,50,NA,NA,34,68,NA,18,NA,NA,NA,10,NA,2379.7,"--"
"384","MONROE ELEM.  (5560)","Eng. Language Arts","Total","Total","Fifth Grade",2015,35,NA,34,NA,NA,24,70.6,NA,14.7,NA,8.8,NA,5.9,NA,2404.4,"--"
"385","MONROE ELEM.  (5560)","Eng. Language Arts","Total","Total","Sixth Grade",2015,23,NA,23,NA,NA,12,52.2,NA,39.1,NA,8.7,NA,NA,NA,2449.4,"--"
"386","MONROE ELEM.  (5560)","Mathematics","Total","Total","Third Grade",2015,48,NA,48,NA,NA,43,89.6,NA,8.3,NA,NA,NA,NA,NA,2324,"--"
"387","MONROE ELEM.  (5560)","Mathematics","Total","Total","Fourth Grade",2015,50,NA,50,NA,NA,38,76,NA,12,NA,12,NA,NA,NA,2382.7,"--"
"388","MONROE ELEM.  (5560)","Mathematics","Total","Total","Fifth Grade",2015,35,NA,35,NA,NA,29,82.9,NA,14.3,NA,NA,NA,NA,NA,2394.1,"--"
"389","MONROE ELEM.  (5560)","Mathematics","Total","Total","Sixth Grade",2015,23,NA,23,NA,NA,11,47.8,NA,8.7,NA,13,NA,30.4,NA,2489.2,"--"
"390","MONROE ELEM.  (5560)","Science","Total","Total","Fifth Grade",2015,35,NA,35,NA,NA,19,54.3,15,42.9,NA,NA,NA,NA,NA,613.1,"--"
"391","MULLANPHY BOTANICAL GARDENS  (5590)","Eng. Language Arts","Total","Total","Third Grade",2015,72,NA,72,NA,NA,29,40.3,24,33.3,NA,12.5,10,13.9,NA,2397.1,"--"
"392","MULLANPHY BOTANICAL GARDENS  (5590)","Eng. Language Arts","Total","Total","Fourth Grade",2015,64,NA,64,NA,NA,33,51.6,15,23.4,13,20.3,NA,NA,NA,2413.5,"--"
"393","MULLANPHY BOTANICAL GARDENS  (5590)","Eng. Language Arts","Total","Total","Fifth Grade",2015,64,NA,64,NA,NA,36,56.3,13,20.3,15,23.4,NA,NA,NA,2425,"--"
"394","MULLANPHY BOTANICAL GARDENS  (5590)","Mathematics","Total","Total","Third Grade",2015,72,NA,72,NA,NA,21,29.2,26,36.1,18,25,NA,9.7,NA,2408.4,"--"
"395","MULLANPHY BOTANICAL GARDENS  (5590)","Mathematics","Total","Total","Fourth Grade",2015,64,NA,64,NA,NA,32,50,26,40.6,NA,9.4,NA,NA,NA,2411.9,"--"
"396","MULLANPHY BOTANICAL GARDENS  (5590)","Mathematics","Total","Total","Fifth Grade",2015,64,NA,64,NA,NA,42,65.6,18,28.1,NA,6.3,NA,NA,NA,2429,"--"
"397","MULLANPHY BOTANICAL GARDENS  (5590)","Science","Total","Total","Fifth Grade",2015,64,NA,64,NA,NA,27,42.2,23,35.9,10,15.6,NA,6.3,NA,635.6,"--"
"398","OAK HILL ELEM.  (5600)","Eng. Language Arts","Total","Total","Third Grade",2015,53,NA,50,NA,5.7,22,44,13,26,NA,10,10,20,NA,2391.4,"--"
"399","OAK HILL ELEM.  (5600)","Eng. Language Arts","Total","Total","Fourth Grade",2015,39,NA,34,NA,12.8,15,44.1,NA,17.6,NA,20.6,NA,17.6,NA,2436.9,"--"
"400","OAK HILL ELEM.  (5600)","Eng. Language Arts","Total","Total","Fifth Grade",2015,49,NA,45,NA,8.2,22,48.9,NA,20,NA,17.8,NA,13.3,NA,2438.4,"--"
"401","OAK HILL ELEM.  (5600)","Mathematics","Total","Total","Third Grade",2015,53,NA,53,NA,NA,31,58.5,12,22.6,NA,15.1,NA,NA,NA,2361.4,"--"
"402","OAK HILL ELEM.  (5600)","Mathematics","Total","Total","Fourth Grade",2015,39,NA,39,NA,NA,20,51.3,13,33.3,NA,12.8,NA,NA,NA,2422.1,"--"
"403","OAK HILL ELEM.  (5600)","Mathematics","Total","Total","Fifth Grade",2015,49,NA,49,NA,NA,26,53.1,12,24.5,NA,16.3,NA,6.1,NA,2446.9,"--"
"404","OAK HILL ELEM.  (5600)","Science","Total","Total","Fifth Grade",2015,49,NA,49,NA,NA,17,34.7,23,46.9,NA,12.2,NA,6.1,NA,632.5,"--"
"405","PEABODY ELEM.  (5620)","Eng. Language Arts","Total","Total","Third Grade",2015,43,NA,43,NA,NA,32,74.4,NA,11.6,NA,11.6,NA,NA,NA,2335.6,"--"
"406","PEABODY ELEM.  (5620)","Eng. Language Arts","Total","Total","Fourth Grade",2015,30,NA,30,NA,NA,19,63.3,NA,20,NA,13.3,NA,NA,NA,2395.7,"--"
"407","PEABODY ELEM.  (5620)","Eng. Language Arts","Total","Total","Fifth Grade",2015,22,NA,22,NA,NA,13,59.1,NA,27.3,NA,13.6,NA,NA,NA,2409.7,"--"
"408","PEABODY ELEM.  (5620)","Mathematics","Total","Total","Third Grade",2015,43,NA,43,NA,NA,28,65.1,11,25.6,NA,7,NA,NA,NA,2340.6,"--"
"409","PEABODY ELEM.  (5620)","Mathematics","Total","Total","Fourth Grade",2015,29,NA,29,NA,NA,18,62.1,10,34.5,NA,NA,NA,NA,NA,2397.8,"--"
"410","PEABODY ELEM.  (5620)","Mathematics","Total","Total","Fifth Grade",2015,23,NA,23,NA,NA,18,78.3,NA,21.7,NA,NA,NA,NA,NA,2399.1,"--"
"411","PEABODY ELEM.  (5620)","Science","Total","Total","Fifth Grade",2015,23,NA,23,NA,NA,11,47.8,12,52.2,NA,NA,NA,NA,NA,618.2,"--"
"412","ROOSEVELT HIGH  (1680)","Eng. Language Arts","Total","Total","Eleventh Grade",2015,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,50,NA,25,NA,0,"--"
"413","ROOSEVELT HIGH  (1680)","Mathematics","Total","Total","Eleventh Grade",2015,NA,NA,NA,NA,NA,NA,25,NA,75,NA,NA,NA,NA,NA,0,"--"
"414","ROOSEVELT HIGH  (1680)","Science","Total","Total","Eleventh Grade",2015,NA,NA,NA,NA,20,NA,25,NA,25,NA,NA,NA,50,NA,0,"--"
"415","SHAW VISUAL/PERF. ARTS CTR.  (5780)","Eng. Language Arts","Total","Total","Third Grade",2015,66,NA,66,NA,NA,20,30.3,17,25.8,16,24.2,13,19.7,NA,2422.9,"--"
"416","SHAW VISUAL/PERF. ARTS CTR.  (5780)","Eng. Language Arts","Total","Total","Fourth Grade",2015,68,NA,68,NA,NA,32,47.1,12,17.6,14,20.6,10,14.7,NA,2433.4,"--"
"417","SHAW VISUAL/PERF. ARTS CTR.  (5780)","Eng. Language Arts","Total","Total","Fifth Grade",2015,71,NA,71,NA,NA,24,33.8,23,32.4,21,29.6,NA,NA,NA,2468.2,"--"
"418","SHAW VISUAL/PERF. ARTS CTR.  (5780)","Mathematics","Total","Total","Third Grade",2015,66,NA,66,NA,NA,19,28.8,25,37.9,20,30.3,NA,NA,NA,2411.5,"--"
"419","SHAW VISUAL/PERF. ARTS CTR.  (5780)","Mathematics","Total","Total","Fourth Grade",2015,68,NA,68,NA,NA,23,33.8,35,51.5,NA,10.3,NA,NA,NA,2435.4,"--"
"420","SHAW VISUAL/PERF. ARTS CTR.  (5780)","Mathematics","Total","Total","Fifth Grade",2015,71,NA,71,NA,NA,37,52.1,27,38,NA,7,NA,NA,NA,2453.5,"--"
"421","SHAW VISUAL/PERF. ARTS CTR.  (5780)","Science","Total","Total","Fifth Grade",2015,71,NA,71,NA,NA,15,21.1,44,62,10,14.1,NA,NA,NA,644.2,"--"
