,DateOccur,Count,Crime,District,Neighborhood,XCoord,YCoord
1,1/1/97 10:00,1,115400,0,0,874530.3,1015675
2,1/1/01 7:00,1,172100,1,5,886031.8,1003912
3,1/1/01 10:00,1,115400,1,1,890511.9,995643.7
4,1/1/02 0:01,1,172300,2,7,883734.9,1002464
5,1/1/03 0:01,1,172100,2,7,880756.9,1001690
6,1/1/06 10:00,1,115400,9,28,892412,1014163
7,1/1/07 0:01,1,172100,9,38,892104.8,1022153
8,1/1/07 7:00,1,115400,9,31,894967.4,1014641
9,1/1/08 0:01,1,91123,1,16,892149.8,999967.4
10,1/1/08 10:00,1,115400,3,15,891946.4,1004024
11,1/1/09 0:01,1,65701,7,52,888287.6,1032484
12,1/1/09 0:01,1,51211,3,15,890564.3,1004937
13,1/1/09 0:01,1,142320,6,76,888289.4,1044301
14,1/1/09 0:01,1,91124,5,65,906670.7,1028389
15,1/1/09 0:04,1,142320,4,33,903489.6,1014874
16,1/1/09 0:05,1,31111,9,59,902041,1021716
17,1/1/09 0:07,1,41011,6,72,891923.4,1044651
18,1/1/09 0:15,1,212000,9,28,891030.9,1016635
19,1/1/09 0:27,1,142320,6,69,894714.6,1034428
20,1/1/09 0:30,1,142320,4,62,908376.6,1020403
21,1/1/09 0:30,1,67701,7,46,877404.6,1027557
22,1/1/09 0:30,1,65701,6,71,893188.1,1041868
23,1/1/09 0:30,1,67601,3,22,900450.6,1006434
24,1/1/09 0:30,1,67601,4,35,909422.4,1016993
25,1/1/09 0:30,1,91113,3,19,895122.1,1004965
26,1/1/09 0:30,1,71013,1,1,890868.1,992493.6
27,1/1/09 0:30,1,71030,1,1,890868.1,992493.6
28,1/1/09 0:30,-1,71013,1,1,890868.1,992493.6
29,1/1/09 0:40,1,41011,6,71,893171.9,1040844
30,1/1/09 0:40,1,41011,6,71,893171.9,1040844
31,1/1/09 0:41,1,151130,4,35,908125.3,1019259
32,1/1/09 0:52,1,142320,3,24,897814.2,1008983
33,1/1/09 0:54,1,212000,4,35,908773.8,1015571
34,1/1/09 0:55,1,91114,6,69,895790.4,1035806
35,1/1/09 0:55,1,241100,9,31,898685.6,1014079
36,1/1/09 1:00,1,64601,4,35,907873.4,1018335
37,1/1/09 1:00,1,142320,6,69,891926.7,1036030
38,1/1/09 1:05,1,212000,4,35,909726.3,1018037
39,1/1/09 1:10,1,63701,2,10,874934.6,1012219
40,1/1/09 1:15,1,142320,3,15,888183.1,1007446
41,1/1/09 1:15,1,44011,3,24,899239.9,1009851
42,1/1/09 1:20,1,91114,2,42,879650.5,1017009
43,1/1/09 1:20,1,41011,8,56,898236.2,1028630
44,1/1/09 1:20,1,71013,9,31,898960.4,1014581
45,1/1/09 1:28,1,91113,3,21,904590.8,1010262
46,1/1/09 1:28,1,91113,3,21,904590.8,1010262
47,1/1/09 1:28,1,91303,3,21,904590.8,1010262
48,1/1/09 1:50,1,91113,4,35,909067.9,1016625
49,1/1/09 1:58,1,51212,4,35,907483,1018737
50,1/1/09 2:00,1,67701,4,35,909160.7,1017621
51,1/1/09 2:00,1,142320,3,26,896525.7,1011877
52,1/1/09 2:00,1,142320,2,7,882709.4,1000947
53,1/1/09 2:00,1,151400,2,7,883639,1004108
54,1/1/09 2:23,1,43016,1,16,896889.4,1001544
55,1/1/09 2:30,1,72140,8,56,894445.6,1030835
56,1/1/09 2:30,1,65601,2,11,880507.5,1011614
57,1/1/09 2:30,1,91114,9,37,899281.1,1020931
58,1/1/09 2:54,1,43012,4,36,906786.1,1019147
59,1/1/09 3:00,1,67601,4,35,909422.4,1016993
60,1/1/09 3:00,1,65701,7,46,878823.8,1026494
61,1/1/09 3:20,1,67701,8,56,896185.6,1031409
62,1/1/09 3:30,1,142320,1,16,891142.7,1000515
63,1/1/09 3:30,1,142320,9,77,898673.6,1022154
64,1/1/09 3:40,1,142320,5,60,905012.5,1025261
65,1/1/09 3:45,1,151130,6,79,899958.6,1038855
66,1/1/09 3:57,-1,71013,9,31,899988.6,1014650
67,1/1/09 3:57,1,71013,9,31,899988.6,1014650
68,1/1/09 4:00,1,65701,3,27,892867.3,1011309
69,1/1/09 5:27,1,142320,4,62,908160.3,1020722
70,1/1/09 5:30,1,91113,3,25,894711.4,1008364
71,1/1/09 5:44,1,91113,6,73,891175.6,1047253
72,1/1/09 6:25,1,51130,9,38,889833.3,1021511
73,1/1/09 6:50,1,212000,6,71,893871.1,1041446
74,1/1/09 7:00,1,142320,6,69,898431.1,1036922
75,1/1/09 7:00,1,65701,7,50,884492.8,1037841
76,1/1/09 7:00,1,43021,3,19,893861,1004500
77,1/1/09 7:00,1,91114,3,15,891536.9,1005479
78,1/1/09 7:00,1,51130,3,15,890598.3,1004137
79,1/1/09 8:00,1,71013,2,14,880766.6,1008292
80,1/1/09 8:45,1,51112,1,16,892749.3,996654.3
81,1/1/09 8:50,1,212000,6,69,892006.8,1034764
82,1/1/09 9:20,1,91113,4,62,908992.4,1019953
83,1/1/09 9:20,1,91303,4,62,908992.4,1019953
84,1/1/09 10:00,1,142320,8,54,890723,1027454
85,1/1/09 10:00,1,65701,7,49,883631.8,1028675
86,1/1/09 10:00,1,67701,4,36,904274.2,1018933
87,1/1/09 10:50,1,32111,3,25,894401.6,1009067
88,1/1/09 11:00,1,115400,3,25,893759.9,1006849
89,1/1/09 11:00,1,112010,4,35,910668.8,1019119
90,1/1/09 11:28,1,69602,2,10,873847.8,1012048
91,1/1/09 11:30,1,64601,2,82,882235.4,1023717
92,1/1/09 11:34,1,91114,4,61,906523.9,1021998
93,1/1/09 11:45,1,64701,9,38,889872.4,1022894
94,1/1/09 12:00,1,64701,9,39,889986.6,1017365
95,1/1/09 12:05,1,51312,9,31,899992.8,1013885
96,1/1/09 12:16,1,241100,7,46,881536.7,1026065
97,1/1/09 12:35,1,91123,1,16,892454.6,998542.6
98,1/1/09 12:35,1,91113,1,16,892454.6,998542.6
99,1/1/09 12:55,1,142320,8,57,895550.7,1029677
100,1/1/09 13:02,1,151130,7,52,888968.8,1035358
101,1/1/09 14:00,1,92000,5,59,899753.2,1026005
102,1/1/09 14:00,1,65701,5,68,898900.9,1033956
103,1/1/09 14:08,1,263120,4,61,906189.8,1022184
104,1/1/09 14:15,1,64701,9,38,887710.9,1023513
105,1/1/09 14:30,1,65701,2,10,877277.9,1014384
106,1/1/09 15:00,1,91113,4,33,903990.3,1014183
107,1/1/09 15:00,1,67601,4,36,905362.3,1016200
108,1/1/09 15:00,1,69602,1,80,889835.5,993183.7
109,1/1/09 15:00,-1,69702,1,80,889835.5,993183.7
110,1/1/09 15:00,1,69702,1,80,889835.5,993183.7
111,1/1/09 15:10,1,51130,1,18,898827.5,1001181
112,1/1/09 15:15,1,182130,3,25,893788.8,1005469
113,1/1/09 15:15,1,69703,2,7,882225,1004459
114,1/1/09 15:20,1,31212,7,48,881570.4,1030690
115,1/1/09 15:30,1,142320,3,23,900806.5,1010498
116,1/1/09 15:30,1,51322,7,48,880862.3,1031423
117,1/1/09 16:00,1,37421,7,48,879425.1,1031441
118,1/1/09 16:00,1,52312,2,12,886567.7,1013314
119,1/1/09 16:15,1,142320,3,15,885916,1004889
120,1/1/09 16:25,1,71030,7,78,884409.4,1032144
121,1/1/09 16:25,-1,71013,7,78,884409.4,1032144
122,1/1/09 16:25,1,71013,7,78,884409.4,1032144
123,1/1/09 16:30,1,65701,2,0,0,0
124,1/1/09 16:30,1,52312,7,48,878076.3,1029673
125,1/1/09 16:54,1,182250,5,67,901134.8,1032335
126,1/1/09 17:00,1,65701,8,0,0,0
127,1/1/09 17:00,1,72113,4,35,907097.4,1018075
128,1/1/09 17:00,1,63701,7,50,888884.8,1036000
129,1/1/09 17:00,1,71040,3,19,895569.9,1005567
130,1/1/09 17:00,1,71013,3,25,895570.1,1008238
131,1/1/09 17:15,1,63701,3,25,893788.8,1005469
132,1/1/09 17:45,1,241100,4,34,906328.9,1012990
133,1/1/09 17:45,1,51322,9,39,888029.8,1018204
134,1/1/09 18:00,1,51212,7,52,887735.6,1031941
135,1/1/09 18:00,1,67701,6,74,894664.5,1051378
136,1/1/09 18:00,1,142320,3,25,895664.3,1007893
137,1/1/09 18:00,1,64601,4,35,909518.1,1017323
138,1/1/09 18:00,1,51212,6,72,889710.4,1042760
139,1/1/09 18:15,1,91113,3,19,898162.7,1002525
140,1/1/09 18:30,1,65701,5,60,904168.4,1026643
141,1/1/09 18:35,1,241100,5,59,900733.9,1029330
142,1/1/09 18:35,1,91114,5,59,900555.4,1028157
143,1/1/09 18:40,1,92000,6,71,892503.3,1040195
144,1/1/09 19:00,1,64701,7,46,878106.5,1027053
145,1/1/09 19:00,1,91113,3,22,899314.8,1008182
146,1/1/09 19:00,1,142320,8,56,894794.9,1032247
147,1/1/09 19:15,1,91114,8,55,891266.8,1031061
148,1/1/09 19:15,1,91114,8,55,891026.9,1033192
149,1/1/09 19:15,1,42015,8,55,891026.9,1033192
150,1/1/09 19:30,1,142320,3,30,895243.8,1005428
151,1/1/09 19:39,1,182130,7,50,886641.7,1035745
152,1/1/09 19:50,1,91114,3,19,896620.2,1003185
153,1/1/09 20:00,1,65701,3,15,890763.1,1006142
154,1/1/09 20:30,1,31211,5,63,907378.4,1026173
155,1/1/09 20:31,1,241100,8,56,897334.9,1030044
156,1/1/09 20:34,1,182250,8,56,898055.6,1029477
157,1/1/09 20:40,1,241100,3,25,896887.2,1010176
158,1/1/09 20:50,1,64601,4,35,909185.8,1016915
159,1/1/09 21:00,1,142320,9,38,891317.3,1022197
160,1/1/09 21:00,1,142320,3,15,891985.8,1004493
161,1/1/09 21:25,1,71040,7,48,877800.7,1027650
